BPM, 117.00
OFFSET, -0.532
KeyMode: 4
SPEED, 1.0
SPEED, 42, 0, 1, 1
NOTE, 1, 0, 1, 2, 0, 0, 1
NOTE, 1, 1, 8, 3, 0, 1, 0
NOTE, 1, 3, 16, 0, 1, 0, 0
NOTE, 1, 1, 4, 2, 0, 0, 1
NOTE, 1, 3, 8, 3, 1, 0, 0
NOTE, 1, 7, 16, 0, 0, 1, 0
NOTE, 1, 1, 2, 2, 0, 0, 1
NOTE, 1, 5, 8, 3, 0, 1, 0
NOTE, 1, 11, 16, 0, 1, 0, 0
NOTE, 1, 3, 4, 2, 0, 0, 2
NOTE, 1, 7, 8, 3, 0, 2, 0
NOTE, 2, 0, 1, 1, 2, 3, 3
NOTE, 2, 1, 16, 0, 3, 0, 0
NOTE, 2, 1, 8, 0, 2, 0, 0
NOTE, 2, 1, 4, 1, 3, 0, 2
NOTE, 2, 3, 8, 0, 1, 0, 0
NOTE, 2, 1, 2, 2, 0, 1, 3
NOTE, 2, 5, 8, 0, 0, 0, 1
NOTE, 2, 3, 4, 3, 1, 1, 0
NOTE, 2, 7, 8, 0, 0, 0, 2
NOTE, 3, 0, 1, 2, 1, 0, 3
NOTE, 3, 1, 8, 3, 0, 2, 0
NOTE, 3, 1, 4, 1, 2, 3, 0
NOTE, 3, 3, 8, 0, 3, 0, 2
NOTE, 3, 1, 2, 0, 1, 1, 3
NOTE, 3, 5, 8, 1, 1, 0, 1
NOTE, 3, 3, 4, 1, 1, 0, 1
NOTE, 3, 7, 8, 0, 0, 1, 0
NOTE, 4, 0, 1, 2, 1, 0, 0
NOTE, 4, 1, 8, 3, 0, 0, 2
NOTE, 4, 1, 4, 1, 2, 0, 3
NOTE, 4, 3, 8, 0, 3, 2, 0
NOTE, 4, 1, 2, 2, 0, 3, 1
NOTE, 4, 5, 8, 3, 2, 0, 0
NOTE, 4, 3, 4, 1, 3, 2, 0
NOTE, 4, 7, 8, 0, 0, 3, 2
NOTE, 5, 0, 1, 2, 1, 0, 3
NOTE, 5, 1, 8, 0, 0, 1, 0
NOTE, 5, 1, 4, 0, 1, 0, 1
NOTE, 5, 3, 8, 0, 0, 1, 0
NOTE, 5, 1, 2, 0, 0, 0, 1
NOTE, 5, 5, 8, 0, 1, 0, 0
NOTE, 5, 3, 4, 3, 0, 1, 1
NOTE, 5, 7, 8, 0, 0, 1, 0
NOTE, 6, 0, 1, 2, 1, 0, 1
