BPM, 164.00
OFFSET, 0.264
KeyMode: 4
SPEED, 1.0
NOTE, 1, 3, 8, 0, 0, 0, 1
NOTE, 1, 1, 2, 0, 0, 1, 0
NOTE, 1, 5, 8, 0, 1, 0, 0
NOTE, 1, 3, 4, 2, 0, 0, 0
NOTE, 2, 0, 1, 3, 0, 1, 2
NOTE, 2, 1, 8, 0, 2, 0, 3
NOTE, 2, 1, 4, 2, 3, 2, 0
NOTE, 2, 3, 8, 3, 0, 0, 2
NOTE, 2, 1, 2, 1, 2, 3, 3
NOTE, 2, 5, 8, 0, 3, 2, 0
NOTE, 2, 11, 16, 0, 0, 0, 1
NOTE, 2, 3, 4, 1, 0, 3, 0
NOTE, 2, 7, 8, 0, 1, 0, 2
NOTE, 3, 0, 1, 1, 0, 0, 3
NOTE, 3, 1, 8, 0, 2, 0, 0
NOTE, 3, 3, 16, 0, 0, 0, 1
NOTE, 3, 1, 4, 0, 3, 2, 0
NOTE, 3, 3, 8, 2, 1, 3, 0
NOTE, 3, 1, 2, 3, 0, 1, 2
NOTE, 3, 5, 8, 0, 0, 2, 3
NOTE, 3, 11, 16, 1, 0, 0, 0
NOTE, 3, 3, 4, 0, 2, 3, 0
NOTE, 3, 7, 8, 1, 3, 0, 1
NOTE, 4, 0, 1, 0, 1, 1, 0
NOTE, 4, 1, 8, 0, 0, 0, 1
NOTE, 4, 3, 16, 0, 0, 0, 1
NOTE, 4, 1, 4, 1, 1, 0, 0
NOTE, 4, 3, 8, 0, 0, 0, 1
NOTE, 4, 7, 16, 0, 0, 0, 1
NOTE, 4, 1, 2, 2, 0, 1, 0
NOTE, 4, 5, 8, 3, 0, 0, 0
NOTE, 4, 11, 16, 1, 0, 0, 0
NOTE, 4, 3, 4, 0, 0, 1, 1
NOTE, 4, 7, 8, 0, 1, 0, 0
NOTE, 5, 0, 1, 1, 0, 1, 1
NOTE, 5, 1, 8, 0, 1, 0, 0
NOTE, 5, 1, 4, 1, 0, 1, 1
NOTE, 5, 3, 8, 0, 1, 0, 0
NOTE, 5, 1, 2, 1, 1, 0, 1
NOTE, 5, 5, 8, 0, 1, 1, 0
NOTE, 5, 3, 4, 1, 1, 0, 0
NOTE, 5, 7, 8, 0, 0, 0, 1
NOTE, 5, 15, 16, 0, 0, 1, 0
SPEED, 6, 0, 1, 1
NOTE, 6, 0, 1, 2, 2, 0, 1
NOTE, 6, 1, 8, 0, 3, 0, 0
NOTE, 6, 1, 4, 0, 0, 1, 0
NOTE, 6, 3, 8, 3, 1, 0, 1
NOTE, 6, 1, 2, 0, 0, 1, 0
NOTE, 6, 5, 8, 1, 0, 0, 0
NOTE, 6, 11, 16, 0, 1, 0, 0
NOTE, 6, 3, 4, 0, 0, 1, 0
NOTE, 6, 7, 8, 0, 0, 1, 1
NOTE, 7, 0, 1, 0, 1, 1, 0
NOTE, 7, 1, 8, 1, 1, 0, 1
NOTE, 7, 1, 4, 0, 0, 1, 0
NOTE, 7, 3, 8, 0, 1, 1, 0
NOTE, 7, 1, 2, 0, 0, 1, 1
NOTE, 7, 5, 8, 1, 1, 0, 0
NOTE, 7, 3, 4, 0, 1, 1, 0
NOTE, 7, 7, 8, 0, 1, 1, 0
NOTE, 8, 0, 1, 1, 0, 1, 1
NOTE, 8, 1, 8, 1, 0, 1, 1
NOTE, 8, 1, 4, 0, 0, 0, 1
NOTE, 8, 5, 16, 0, 0, 1, 0
NOTE, 8, 3, 8, 0, 1, 0, 0
NOTE, 8, 7, 16, 1, 0, 0, 0
NOTE, 8, 1, 2, 1, 1, 0, 1
NOTE, 8, 5, 8, 1, 1, 0, 1
NOTE, 8, 3, 4, 1, 0, 0, 0
NOTE, 8, 13, 16, 0, 1, 0, 0
NOTE, 8, 7, 8, 0, 0, 1, 0
NOTE, 8, 15, 16, 0, 0, 0, 1
NOTE, 9, 1, 8, 1, 1, 1, 0
NOTE, 9, 3, 8, 0, 1, 1, 1
NOTE, 9, 1, 2, 2, 1, 1, 0
NOTE, 9, 19, 32, 0, 0, 0, 2
NOTE, 9, 3, 4, 0, 0, 2, 3
NOTE, 9, 7, 8, 3, 2, 3, 0
NOTE, 9, 15, 16, 0, 3, 0, 0
NOTE, 10, 0, 1, 0, 0, 0, 2
NOTE, 10, 1, 8, 0, 0, 2, 0
NOTE, 10, 1, 4, 2, 0, 0, 3
NOTE, 10, 3, 8, 0, 2, 3, 0
NOTE, 10, 1, 2, 3, 0, 0, 2
NOTE, 10, 5, 8, 0, 3, 2, 0
NOTE, 10, 3, 4, 0, 2, 0, 3
NOTE, 10, 7, 8, 0, 0, 3, 1
NOTE, 10, 15, 16, 1, 0, 0, 0
NOTE, 11, 0, 1, 0, 3, 1, 2
NOTE, 11, 1, 8, 2, 0, 0, 0
NOTE, 11, 1, 4, 0, 0, 2, 3
NOTE, 11, 3, 8, 3, 2, 0, 0
NOTE, 11, 1, 2, 1, 0, 3, 2
NOTE, 11, 9, 16, 0, 0, 0, 3
NOTE, 11, 5, 8, 0, 3, 0, 2
NOTE, 11, 11, 16, 0, 0, 0, 3
NOTE, 11, 3, 4, 1, 1, 0, 2
NOTE, 11, 13, 16, 0, 0, 0, 3
NOTE, 11, 7, 8, 0, 0, 0, 2
NOTE, 11, 15, 16, 0, 0, 0, 3
NOTE, 12, 0, 1, 2, 0, 1, 0
NOTE, 12, 1, 8, 3, 1, 0, 0
NOTE, 12, 1, 4, 2, 0, 1, 1
NOTE, 12, 3, 8, 3, 1, 0, 0
NOTE, 12, 1, 2, 0, 1, 0, 2
NOTE, 12, 5, 8, 0, 0, 1, 3
