BPM, 132.00
OFFSET, 0.248
KeyMode: 4
SPEED, 1.0
NOTE, 2, 3, 4, 0, 1, 0, 0
NOTE, 3, 0, 1, 0, 1, 0, 0
NOTE, 3, 1, 4, 0, 1, 0, 0
NOTE, 3, 3, 8, 0, 0, 0, 2
NOTE, 3, 1, 2, 0, 0, 1, 3
NOTE, 3, 9, 16, 0, 1, 0, 0
NOTE, 3, 5, 8, 1, 0, 0, 0
NOTE, 3, 3, 4, 0, 1, 2, 1
NOTE, 3, 7, 8, 0, 0, 3, 0
NOTE, 4, 0, 1, 1, 2, 1, 0
NOTE, 4, 5, 32, 0, 3, 0, 1
NOTE, 4, 13, 64, 0, 0, 1, 0
NOTE, 4, 1, 4, 1, 1, 0, 0
NOTE, 4, 5, 16, 0, 0, 0, 1
NOTE, 4, 3, 8, 0, 0, 1, 0
NOTE, 4, 7, 16, 0, 1, 0, 0
NOTE, 4, 1, 2, 1, 0, 0, 1
NOTE, 4, 9, 16, 0, 0, 1, 0
NOTE, 4, 5, 8, 0, 1, 0, 1
NOTE, 4, 11, 16, 0, 0, 2, 0
NOTE, 4, 3, 4, 1, 1, 3, 0
NOTE, 4, 13, 16, 0, 0, 0, 1
NOTE, 4, 7, 8, 2, 0, 0, 0
NOTE, 5, 0, 1, 3, 1, 1, 2
NOTE, 5, 5, 32, 0, 0, 1, 3
NOTE, 5, 3, 16, 0, 2, 0, 0
NOTE, 5, 1, 4, 1, 3, 0, 1
NOTE, 5, 3, 8, 0, 1, 0, 0
NOTE, 5, 1, 2, 0, 0, 1, 1
NOTE, 5, 9, 16, 0, 1, 0, 0
NOTE, 5, 5, 8, 2, 0, 0, 0
NOTE, 5, 23, 32, 3, 0, 0, 0
NOTE, 5, 3, 4, 0, 0, 1, 1
NOTE, 5, 13, 16, 0, 1, 0, 0
NOTE, 5, 7, 8, 0, 1, 0, 0
NOTE, 6, 0, 1, 1, 0, 1, 0
NOTE, 6, 1, 16, 0, 0, 1, 0
NOTE, 6, 3, 16, 0, 0, 0, 2
NOTE, 6, 1, 4, 0, 1, 0, 0
NOTE, 6, 5, 16, 0, 0, 0, 3
NOTE, 6, 3, 8, 0, 0, 1, 0
NOTE, 6, 7, 16, 2, 1, 0, 0
NOTE, 6, 1, 2, 3, 0, 0, 1
NOTE, 6, 9, 16, 0, 0, 1, 0
NOTE, 6, 5, 8, 0, 1, 0, 1
NOTE, 6, 11, 16, 1, 0, 0, 0
NOTE, 6, 3, 4, 0, 0, 1, 1
NOTE, 6, 13, 16, 0, 1, 0, 0
NOTE, 6, 7, 8, 0, 0, 1, 0
NOTE, 6, 15, 16, 0, 2, 0, 0
NOTE, 7, 0, 1, 1, 3, 0, 1
NOTE, 7, 1, 8, 0, 0, 2, 0
NOTE, 7, 3, 16, 0, 2, 3, 0
NOTE, 7, 1, 4, 1, 3, 0, 0
NOTE, 7, 3, 8, 0, 0, 0, 2
